what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1383139064706
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1383139078603
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1383139144413
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1383139174746
activated,editor,com.android.ide.eclipse.adt,22.2.1.v201309180102-833290,"com.android.ide.eclipse.editors.CommonXmlEditor",1383139178368
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1383139180418
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1383139181870
opened,editor,com.android.ide.eclipse.adt,22.2.1.v201309180102-833290,"com.android.ide.eclipse.editors.CommonXmlEditor",1383139185868
activated,editor,com.android.ide.eclipse.adt,22.2.1.v201309180102-833290,"com.android.ide.eclipse.editors.CommonXmlEditor",1383139186145
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1383139199972
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1383139208642
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1383139212192
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1383139224084
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1383139227418
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1383139232283
activated,editor,com.android.ide.eclipse.adt,22.2.1.v201309180102-833290,"com.android.ide.eclipse.editors.CommonXmlEditor",1383139233505
activated,editor,com.android.ide.eclipse.adt,22.2.1.v201309180102-833290,"com.android.ide.eclipse.editors.CommonXmlEditor",1383139240073
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1383139241081
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1383139262546
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1383139283150
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1383139286903
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1383139336429
activated,view,com.android.ide.eclipse.ddms,22.2.1.v201309180102-833290,"com.android.ide.eclipse.ddms.views.LogCatView",1383139336551
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1383139352092
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1383139544326
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1383139549008
