what,kind,bundleId,bundleVersion,description,time
activated,editor,org.eclipse.ui.browser,3.3.101.v20111019-1723,"org.eclipse.ui.browser.editor",1385732695307
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1385732728075
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1385732728877
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1385732730547
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1385732766774
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1385732768216
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1385732768467
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1385732771200
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1385732771938
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1385732775391
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1385732791789
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1385732838309
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1385732839613
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1385732862725
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1385732864278
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1385732866079
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1385732866442
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1385732866736
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1385732868423
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1385732868718
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1385732869089
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1385732869721
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1385732870247
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1385732871996
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1385732872194
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1385732872639
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1385732873569
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1385732873929
activated,view,org.eclipse.help.ui,3.5.101.r37_20110819,"org.eclipse.help.ui.HelpView",1385732878900
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1385732880388
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1385732897148
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1385733044796
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1385733061377
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1385733062421
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1385733083111
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1385733101920
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1385733142277
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1385733156553
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1385733167971
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1385733170167
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1385733177503
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1385733179240
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.cut",1385733217613
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1385733227187
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1385733249904
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1385733563657
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1385733601362
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1385736049936
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1385736085818
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1385736181176
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1385736183357
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1385736183505
